CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo
22335,0,0,0,1,1,2,0,0,1,48,0,0,1,2,0,3,0,2169,0,0,1,32,0
22446,0,0,0,1,1,2,0,1,1,8,0,0,1,4,0,1,0,2169,0,0,1,18,0
22557,0,0,0,1,1,3,0,0,1,36,1,0,0,0,1,3,0,3213,45859,1,0,40,6
22668,0,0,0,1,1,3,0,0,1,32,0,0,0,1,0,0,0,1590,0,0,1,27,0
22779,0,0,0,1,1,2,0,0,1,50,1,0,0,1,1,3,0,2015,12996,0,2,49,0
22890,0,0,0,1,1,2,0,0,1,8,0,0,0,0,0,3,0,1376,0,1,1,32,3
23001,0,0,0,1,1,0,0,1,1,13,0,0,0,4,0,3,0,3097,0,0,1,19,0
23112,0,0,0,1,1,2,0,0,1,11,0,0,1,4,0,3,0,0,0,1,0,25,2
23223,0,0,0,1,1,2,0,1,1,48,1,0,0,2,0,2,1,2228,0,0,2,31,0
23335,0,0,0,1,1,2,0,1,1,22,1,0,1,2,0,3,0,2892,0,1,2,32,4
23446,0,0,0,1,1,3,0,0,1,52,0,0,0,4,0,3,0,1590,0,0,1,27,0
23557,0,0,0,1,1,2,3,0,1,28,0,0,1,4,0,3,0,2611,0,0,1,31,0
23668,0,0,0,1,1,2,3,0,1,8,1,0,1,4,0,3,0,1590,0,0,1,20,0
23779,0,0,0,1,1,2,0,0,1,45,1,0,0,1,1,3,0,2015,16886,0,1,46,0
23890,0,0,0,1,1,2,0,1,1,7,1,0,1,0,0,3,0,1376,0,1,2,30,3
24001,0,0,0,1,1,0,0,0,1,8,0,0,0,4,0,3,0,1590,0,0,1,29,0
24112,0,0,0,1,1,2,0,1,1,45,1,0,0,4,0,3,0,2015,0,0,1,23,0
24223,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,3,0,2385,0,1,1,20,4
24334,0,0,0,1,1,0,0,0,1,7,0,0,0,2,0,3,0,2594,0,1,1,25,4
24446,0,0,0,1,1,2,3,1,1,32,1,0,1,0,0,3,0,4082,0,1,0,25,6
24557,0,0,0,1,1,3,3,1,1,33,0,0,0,1,0,3,0,1376,0,0,1,26,0
24668,0,0,0,1,1,2,0,1,1,8,0,0,1,0,0,3,0,3254,0,1,0,19,5
24779,0,0,0,1,1,2,0,1,1,7,1,0,1,4,0,2,1,2169,0,0,1,22,0
24890,0,0,0,1,1,2,0,1,1,32,1,0,1,0,1,3,0,2594,26134,1,1,55,9
25001,0,0,0,1,1,3,0,0,1,8,0,0,0,1,0,3,0,1590,0,0,0,24,0
25112,0,0,0,1,1,3,0,1,1,32,0,0,0,1,0,3,0,1376,0,0,2,29,0
25223,0,0,0,1,1,2,0,0,1,32,0,0,1,0,0,3,0,2169,0,1,0,28,4
25334,0,0,0,1,1,2,2,0,1,29,1,0,0,4,0,3,0,2015,0,0,1,21,0
25445,0,0,0,1,1,2,3,1,1,33,1,0,0,0,0,3,0,2015,0,1,1,32,4
25557,0,0,0,1,1,0,0,1,1,8,0,0,0,2,0,3,0,2594,0,0,1,26,0
25668,0,0,0,1,1,1,0,1,1,8,0,0,0,4,1,3,0,2594,10337,0,1,61,0
25779,0,0,0,1,1,2,3,1,1,13,1,0,0,2,0,3,0,2228,0,0,1,19,0
25890,0,0,0,1,1,2,0,0,1,48,1,0,0,2,0,3,0,2228,0,0,2,19,0
26001,0,0,0,1,1,2,3,0,1,8,0,0,1,0,0,2,1,2169,0,0,2,23,0
26112,0,0,0,1,1,2,0,1,1,11,1,0,0,2,0,3,0,2228,0,0,2,29,0
26223,0,0,0,1,1,0,0,0,1,49,0,0,1,4,0,3,0,2385,0,1,0,23,4
26334,0,0,0,1,1,2,3,0,1,8,1,0,0,2,0,3,0,2015,0,0,2,32,0
26445,0,0,0,1,1,2,0,1,1,32,0,0,1,4,0,3,0,2169,0,0,1,20,0
26556,0,0,0,1,1,2,0,0,1,45,0,0,1,4,0,1,0,2169,0,0,1,31,0
26668,0,0,0,1,1,3,1,1,1,2,1,0,0,4,0,3,1,3213,0,1,1,20,5
26779,0,0,0,1,1,2,0,0,1,12,0,0,1,1,0,3,0,2169,0,0,1,26,0
26890,0,0,0,1,1,2,0,1,1,32,1,0,0,0,1,3,0,2015,27267,1,1,40,9
27001,0,0,0,1,1,0,0,0,1,32,0,0,0,0,0,3,0,1376,0,1,1,24,3
27112,0,0,0,1,1,0,0,0,1,20,0,0,0,0,0,3,0,1590,0,0,2,21,0
27223,0,0,0,1,1,3,0,0,1,50,0,0,0,1,0,3,1,1376,0,0,1,32,0
27334,0,0,0,1,1,3,0,1,1,8,0,0,0,0,0,0,0,2594,0,1,0,29,4
27445,0,0,0,1,1,2,3,1,1,33,1,0,1,0,0,3,0,4082,0,1,1,25,6
27556,0,0,0,1,1,2,3,1,1,41,0,0,1,1,0,3,0,2611,0,0,1,25,0
27667,0,0,0,1,1,2,0,0,1,32,1,0,1,4,0,3,0,1590,0,0,2,23,0
27779,0,0,0,1,1,0,0,1,1,52,0,0,0,1,0,3,0,2594,0,0,2,24,0
27890,0,0,0,1,1,0,0,0,1,30,0,0,0,1,0,3,0,1590,0,0,1,31,0
28001,0,0,0,1,1,2,3,0,1,7,0,0,1,0,0,3,0,2169,0,0,2,26,0
28112,0,0,0,1,1,3,0,1,1,32,0,0,0,0,0,3,0,1590,0,0,1,23,0
28223,0,0,0,1,1,2,3,0,1,2,1,0,0,2,0,2,1,2015,0,0,1,21,0
28334,0,0,0,1,1,2,3,1,1,22,1,0,0,0,1,3,0,2015,18667,1,1,49,7
28445,0,0,0,1,1,1,3,0,1,8,1,0,0,0,0,3,0,2892,0,1,1,25,4
28556,0,0,0,1,1,0,0,1,1,25,1,0,0,2,0,1,0,2064,0,0,2,31,0
28667,0,0,0,1,1,2,0,0,1,7,1,0,1,0,0,3,0,1376,0,1,1,18,3
28778,0,0,0,1,1,1,0,1,1,8,1,0,0,0,1,3,0,1376,18475,0,1,37,0
28890,0,0,0,1,1,2,0,1,1,41,0,0,1,2,0,3,0,2611,0,0,2,27,0
29001,0,0,0,1,1,2,0,1,1,32,1,0,1,1,0,3,0,1376,0,1,2,22,3
29223,0,0,0,1,1,2,0,1,1,21,0,0,1,4,0,3,0,2169,0,0,0,30,0
29334,0,0,0,1,1,0,0,1,1,8,0,0,0,4,0,3,0,1590,0,0,1,29,0
29445,0,0,0,1,1,2,3,1,1,37,0,0,1,2,0,3,0,2169,0,0,2,25,0
29556,0,0,0,1,1,0,3,0,1,39,0,0,1,4,0,3,0,3765,0,1,1,23,5
29667,0,0,0,1,1,1,0,1,1,8,0,0,0,1,0,3,0,1590,0,0,1,26,0
29778,0,0,0,1,1,2,0,1,1,47,0,0,1,4,0,1,0,2169,0,0,1,23,0
29889,0,0,0,1,1,0,0,0,1,32,0,0,0,1,0,3,0,1590,0,0,1,27,0
30001,0,0,0,1,1,2,3,0,1,8,0,0,1,4,0,3,0,2169,0,0,1,32,0
30112,0,0,0,1,1,2,0,1,1,32,1,0,1,4,0,3,0,1958,0,0,1,19,0
30223,0,0,0,1,1,2,0,0,1,8,1,0,0,0,0,3,0,2015,0,0,1,27,0
30334,0,0,0,1,1,2,3,0,1,32,1,0,1,1,1,3,0,3892,30720,1,2,57,6
30445,0,0,0,1,1,2,0,1,1,39,0,0,1,4,0,3,0,2169,0,0,1,19,0
30556,0,0,0,1,1,0,0,0,1,6,1,0,0,2,0,3,0,2892,0,0,1,28,0
30667,0,0,0,1,1,2,3,1,1,8,0,0,1,4,0,3,0,2169,0,0,0,29,0
30778,0,0,0,1,1,0,0,1,1,32,0,0,0,0,0,0,0,1376,0,1,1,19,3
30889,0,0,0,1,1,2,0,1,1,32,1,0,1,1,0,3,0,1590,0,1,2,28,3
31000,0,0,0,1,1,0,0,1,1,8,1,0,0,0,1,3,0,1376,17618,0,1,37,0
31112,0,0,0,1,1,0,0,1,1,45,1,0,0,0,0,2,1,3213,0,1,1,32,5
31223,0,0,0,1,1,2,0,0,1,33,1,0,1,4,0,3,0,2169,0,0,1,22,0
31334,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,2,1,2015,0,1,1,32,4
31445,0,0,0,1,1,2,0,0,1,45,1,0,1,0,0,3,0,4082,0,1,0,31,6
31556,0,0,0,1,1,2,0,1,1,39,0,0,1,2,0,3,0,2169,0,0,1,21,0
31667,0,0,0,1,1,0,0,1,1,4,0,0,0,2,0,3,0,1590,0,0,1,20,0
31778,0,0,0,1,1,2,3,1,1,32,1,0,1,1,0,3,0,2169,0,1,1,28,4
31889,0,0,0,1,1,3,0,1,1,8,0,0,0,0,1,3,0,2064,34565,1,2,52,4
32000,0,0,0,1,1,2,3,0,1,32,1,0,0,1,0,3,0,2228,0,0,1,18,0
32111,0,0,0,1,1,3,0,1,1,47,0,0,0,2,0,3,0,1376,0,0,1,32,0
32223,0,0,0,1,1,3,0,0,1,4,0,0,0,1,0,3,0,1376,0,0,1,32,0
32334,0,0,0,1,1,0,0,0,1,32,0,0,0,0,0,3,0,1376,0,1,2,21,3
32445,0,0,0,1,1,0,0,0,1,6,0,0,0,2,0,3,0,3213,0,0,1,32,0
32556,0,0,0,1,1,2,3,0,1,32,1,0,0,0,0,3,0,3233,0,1,2,31,5
32667,0,0,0,1,1,2,3,1,1,27,0,0,1,4,0,3,0,2169,0,0,0,26,0
32778,0,0,0,1,1,3,0,1,1,8,0,0,0,2,0,3,0,1376,0,0,2,18,0
32889,0,0,0,1,1,0,0,0,1,27,0,0,0,2,0,3,0,1590,0,0,1,23,0
33000,0,0,0,1,1,2,0,1,1,8,1,0,0,1,0,3,0,4170,0,1,1,32,6
33111,0,0,0,1,1,0,0,0,1,32,1,0,0,0,1,3,0,3213,36330,1,0,59,6
33335,0,0,0,1,1,2,0,1,1,52,1,0,0,1,0,3,0,2015,0,0,1,30,0
33557,0,0,0,1,1,3,0,1,1,30,1,0,0,2,1,3,0,2892,14386,1,1,38,7
33668,0,0,0,1,1,2,0,0,1,41,1,0,0,1,0,3,0,2670,0,0,0,22,0
33779,0,0,0,1,1,0,3,1,1,32,1,0,0,0,0,3,0,3213,0,1,1,27,5
33890,0,0,0,1,1,2,0,1,1,8,0,0,1,4,0,3,0,2169,0,0,1,31,0
34001,0,0,0,1,1,0,2,0,1,32,0,0,0,4,0,3,0,1590,0,0,1,25,0
34112,0,0,0,1,1,3,0,0,1,32,1,0,0,1,0,3,0,2892,0,1,2,31,4
34223,0,0,0,1,1,2,1,1,1,8,1,0,0,0,0,3,0,2015,0,0,1,32,0
34334,0,0,0,1,1,3,3,0,1,41,1,0,0,4,0,3,0,1818,0,0,1,27,0
34446,0,0,0,1,1,1,0,1,1,32,1,0,0,1,0,3,0,4720,0,1,2,32,6
34557,0,0,0,1,1,2,0,1,1,32,1,0,0,1,1,3,0,2015,20837,0,1,29,0
34668,0,0,0,1,1,2,0,0,1,32,0,0,1,0,0,3,0,2169,0,1,1,26,4
34779,0,0,0,1,1,3,0,0,1,32,0,0,0,0,0,3,0,1590,0,1,2,32,3
34890,0,0,0,1,1,2,0,1,1,32,1,0,1,1,0,3,0,1376,0,1,1,29,3
35001,0,0,0,1,1,2,3,0,1,41,1,0,0,2,0,3,0,2456,0,0,2,20,0
35112,0,0,0,1,1,2,0,1,1,32,1,0,0,0,0,3,0,2015,0,0,2,18,0
35223,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1376,0,0,1,26,0
35334,0,0,0,1,1,0,0,1,1,32,0,0,0,4,1,3,0,1590,11791,0,1,61,0
35445,0,0,0,1,1,2,0,1,1,32,1,0,1,0,0,3,0,2892,0,1,2,21,4
35557,0,0,0,1,1,3,0,0,1,6,0,0,0,1,0,3,0,1376,0,0,2,27,0
35668,0,0,0,1,1,2,0,0,1,45,1,0,0,0,0,3,0,2015,0,0,1,30,0
35779,0,0,0,1,1,2,0,1,1,6,1,0,0,1,0,2,1,3850,0,1,1,31,5
35890,0,0,0,1,1,0,0,1,1,32,1,0,0,0,0,3,0,2892,0,1,1,30,4
36001,0,0,0,1,1,0,3,0,1,32,0,0,1,4,0,3,0,2385,0,1,0,28,4
36112,0,0,0,1,1,0,0,0,1,20,0,0,0,0,0,3,0,1376,0,0,2,21,0
36223,0,0,0,1,1,3,2,0,1,48,0,0,0,1,0,3,0,2594,0,0,1,25,0
36334,0,0,0,1,1,2,0,1,1,39,0,0,1,1,0,3,0,2169,0,0,1,25,0
36445,0,0,0,1,1,0,0,1,1,46,1,0,0,0,0,3,0,2892,0,1,1,19,4
36556,0,0,0,1,1,2,0,0,1,32,1,0,1,1,0,3,0,2892,0,1,2,30,4
36668,0,0,0,1,1,3,2,0,1,2,0,0,0,2,0,3,0,2594,0,0,2,18,0
36779,0,0,0,1,1,0,0,1,1,32,0,0,0,0,0,3,0,1590,0,1,1,21,3
37112,0,0,0,1,1,0,0,0,1,28,0,0,0,4,0,3,0,2031,0,0,1,31,0
37223,0,0,0,1,1,0,0,1,1,32,0,0,0,0,0,3,0,1674,0,1,2,21,3
37334,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,3,0,1376,0,1,1,25,3
37556,0,0,0,1,1,0,0,1,1,32,0,0,0,1,0,3,0,2594,0,0,2,27,0
37667,0,0,0,1,1,0,0,1,1,12,0,0,0,0,0,3,0,2594,0,0,1,28,0
37779,0,0,0,1,1,2,0,1,1,32,0,0,1,0,0,3,1,2169,0,0,2,19,0
37890,0,0,0,1,1,0,0,0,1,32,0,0,0,4,0,3,0,1590,0,0,1,26,0
38001,0,0,0,1,1,0,3,1,1,8,1,0,0,2,1,2,1,2892,20771,0,1,27,0
38112,0,0,0,1,1,2,3,0,1,39,1,0,0,2,0,3,0,2015,0,0,2,19,0
38223,0,0,0,1,1,0,0,1,1,32,0,0,0,1,0,3,0,1590,0,0,1,23,0
38445,0,0,0,1,1,0,3,1,1,38,0,0,0,2,0,3,0,1376,0,0,1,20,0
38556,0,0,0,1,1,3,0,1,1,8,0,0,0,0,0,3,0,1590,0,1,1,20,3
38667,0,0,0,1,1,2,1,0,1,39,0,0,1,2,0,3,0,2169,0,0,0,32,0
38778,0,0,0,1,1,2,3,1,1,47,0,0,1,4,0,3,0,2169,0,0,0,24,0
38890,0,0,0,1,1,3,2,0,1,8,0,0,0,0,0,3,0,1376,0,0,1,22,0
39001,0,0,0,1,1,2,0,1,1,32,1,0,0,0,0,3,0,3850,0,1,2,23,5
39112,0,0,0,1,1,0,0,1,1,32,0,0,0,1,0,3,0,1590,0,0,2,25,0
39223,0,0,0,1,1,0,0,0,1,8,1,0,0,0,0,3,0,4720,0,1,1,18,6
39334,0,0,0,1,1,2,0,0,1,50,1,0,0,0,0,3,0,2015,0,1,2,30,4
39445,0,0,0,1,1,3,0,1,1,32,0,0,0,1,0,3,0,1376,0,0,1,21,0
39556,0,0,0,1,1,2,0,1,1,32,0,0,1,1,0,3,0,2169,0,0,1,31,0
39667,0,0,0,1,1,2,1,0,1,2,1,0,0,0,0,3,0,2015,0,0,1,27,0
39778,0,0,0,1,1,2,3,0,1,32,1,0,0,4,0,3,0,2228,0,0,2,32,0
39889,0,0,0,1,1,3,0,1,1,8,0,0,0,0,0,3,0,1376,0,1,1,21,3
40001,0,0,0,1,1,0,0,0,1,6,0,0,0,1,0,3,0,1376,0,0,1,22,0
40112,0,0,0,1,1,2,0,1,1,43,1,0,0,2,0,3,0,2015,0,0,1,20,0
40223,0,0,0,1,1,0,0,0,1,32,1,0,0,0,0,3,0,2892,0,1,1,30,4
40334,0,0,0,1,1,0,2,0,1,8,1,0,0,0,0,3,0,4720,0,1,1,30,6
40445,0,0,0,1,1,0,0,1,1,13,0,0,0,1,0,3,0,1590,0,0,1,19,0
40556,0,0,0,1,1,2,0,1,1,0,0,0,1,4,0,3,0,2169,0,0,0,30,0
40667,0,0,0,1,1,2,0,1,1,32,1,0,0,4,0,3,0,2228,0,0,1,24,0
40778,0,0,0,1,1,0,0,0,1,45,0,0,0,0,0,3,0,1376,0,0,2,20,0
40889,0,0,0,1,1,2,0,0,1,48,1,0,0,0,1,3,0,2015,27638,0,1,51,0
41000,0,0,0,1,1,3,0,0,1,41,0,0,0,4,0,3,0,2031,0,0,1,23,0
41112,0,0,0,1,1,3,3,1,1,23,0,0,0,2,0,3,0,1590,0,0,1,20,0
41223,0,0,0,1,1,2,3,0,1,39,1,0,0,1,0,3,0,3850,0,1,1,19,5
41334,0,0,0,1,1,0,0,1,1,32,1,0,0,0,0,3,0,3213,0,1,2,20,5
41445,0,0,0,1,1,2,3,0,1,9,0,0,1,4,0,3,0,2169,0,0,0,21,0
41556,0,0,0,1,1,0,0,0,1,28,0,0,0,0,0,3,0,1818,0,1,1,28,3
41667,0,0,0,1,1,0,3,0,1,28,0,0,0,0,0,3,0,2031,0,1,1,23,4
41889,0,0,0,1,1,2,0,0,1,41,1,0,0,1,0,3,0,2456,0,0,1,32,0
42000,0,0,0,1,1,2,0,0,1,45,1,0,1,4,0,3,0,2169,0,0,1,24,0
42111,0,0,0,1,1,3,0,0,1,33,0,0,0,4,0,3,0,1590,0,0,1,26,0
42223,0,0,0,1,1,0,0,0,1,48,0,0,0,0,0,3,0,1903,0,1,1,26,3
42334,0,0,0,1,1,0,0,0,1,31,0,0,0,4,0,3,0,1590,0,0,0,23,0
42445,0,0,0,1,1,2,3,0,1,32,1,0,0,0,0,3,0,2228,0,1,1,22,4
42556,0,0,0,1,1,2,1,1,1,8,0,0,1,4,0,2,1,2169,0,0,1,32,0
42667,0,0,0,1,1,2,0,1,1,32,1,0,1,1,0,3,1,4082,0,0,2,27,0
42778,0,0,0,1,1,2,3,1,1,32,1,0,0,0,0,3,0,2228,0,0,1,25,0
42889,0,0,0,1,1,3,0,0,1,32,0,0,0,1,0,3,0,1376,0,0,1,19,0
43000,0,0,0,1,1,2,0,1,1,32,1,0,0,1,0,3,0,2228,0,0,1,32,0
43111,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,3,0,4170,0,1,1,31,6
43222,0,0,0,1,1,2,0,1,1,32,0,0,1,4,0,3,0,2169,0,0,0,22,0
43334,0,0,0,1,1,3,0,0,1,41,0,0,0,4,0,2,1,2031,0,0,0,21,0
43445,0,0,0,1,1,0,0,1,1,8,1,0,0,0,0,1,0,4720,0,1,1,19,6
43556,0,0,0,1,1,2,0,1,1,8,0,0,1,2,0,2,1,2169,0,0,1,21,0
43667,0,0,0,1,1,2,0,0,1,27,1,0,0,1,0,0,1,4170,0,1,1,20,6
43778,0,0,0,1,1,2,3,1,1,32,1,0,0,0,1,3,0,2228,28396,1,1,44,9
43889,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,3,1,3850,0,1,1,18,5
44000,0,0,0,1,1,3,0,0,1,41,1,0,0,0,0,3,0,3875,0,1,1,19,5
44111,0,0,0,1,1,2,2,0,1,41,0,0,1,2,0,3,0,2611,0,0,1,31,0
44222,0,0,0,1,1,2,0,0,1,41,1,0,0,1,0,3,0,2670,0,0,1,25,0
44333,0,0,0,1,1,2,3,1,1,36,0,0,1,2,0,3,0,2169,0,0,1,28,0
44446,0,0,0,1,1,2,3,1,1,27,1,0,0,0,0,3,0,2228,0,0,2,29,0
44557,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,3,0,1376,0,1,1,31,3
44668,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,3,0,2046,0,0,2,19,0
44779,0,0,0,1,1,0,0,1,1,7,1,0,0,0,1,3,0,1376,12597,0,1,41,0
44890,0,0,0,1,1,3,0,1,1,52,0,0,0,0,0,3,0,1376,0,1,1,18,3
45001,0,0,0,1,1,2,0,0,1,32,0,0,1,0,0,1,0,2169,0,1,1,31,4
45112,0,0,0,1,1,2,0,0,1,35,0,0,1,4,0,3,0,2721,0,0,1,30,0
45223,0,0,0,1,1,0,0,0,1,31,0,0,0,0,0,3,0,2594,0,1,0,30,4
45334,0,0,0,1,1,0,0,0,1,19,1,0,0,0,0,3,0,1590,0,0,1,25,0
45445,0,0,0,1,1,0,0,0,1,39,0,0,0,2,0,3,0,1376,0,0,1,22,0
45557,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,3,0,2015,0,0,1,24,0
45668,0,0,0,1,1,2,0,0,1,32,1,0,1,4,0,3,0,1590,0,0,1,27,0
45779,0,0,0,1,1,2,0,0,1,32,1,0,1,1,0,3,0,1590,0,1,1,31,3
45890,0,0,0,1,1,3,0,1,1,50,0,0,0,2,0,3,0,1590,0,0,1,18,0
46001,0,0,0,1,1,3,0,1,1,4,1,0,1,0,0,3,0,2385,0,1,0,32,4
46112,0,0,0,1,1,2,3,1,1,41,0,0,1,1,0,3,0,2611,0,0,0,30,0
46223,0,0,0,1,1,0,0,0,1,32,0,0,0,0,0,3,0,1590,0,1,0,18,3
46334,0,0,0,1,1,3,0,1,1,41,0,0,0,4,0,3,0,2031,0,0,1,20,0
46445,0,0,0,1,1,3,3,1,1,41,0,0,0,1,0,3,0,2031,0,0,0,24,0
46556,0,0,0,1,1,2,3,1,1,32,1,0,1,4,0,3,0,1376,0,0,2,18,0
46668,0,0,0,1,1,3,0,0,1,24,0,0,0,2,0,3,0,1590,0,0,1,31,0
46779,0,0,0,1,1,2,0,0,1,41,1,0,1,2,0,3,0,4744,0,1,1,30,6
46890,0,0,0,1,1,2,3,1,1,28,0,0,1,1,0,3,0,2611,0,0,1,31,0
47001,0,0,0,1,1,2,0,0,1,32,1,0,0,2,0,3,0,2015,0,0,1,20,0
47112,0,0,0,1,1,0,0,1,1,48,0,0,0,2,0,3,0,1376,0,0,1,20,0
47223,0,0,0,1,1,2,2,0,1,33,1,0,0,1,0,3,0,4170,0,1,2,19,6
47334,0,0,0,1,1,2,2,0,1,28,0,0,1,2,1,3,0,2611,20148,0,1,29,0
47445,0,0,0,1,1,1,0,0,1,8,0,0,1,1,0,3,0,2385,0,1,2,30,4
47556,0,0,0,1,1,2,0,1,1,0,1,0,0,2,0,3,0,4170,0,1,1,19,6
47667,0,0,0,1,1,2,3,0,1,7,1,0,0,1,0,3,0,3850,0,1,1,30,5
47779,0,0,0,1,1,0,0,1,1,32,1,0,0,0,0,3,0,3213,0,1,1,31,5
47890,0,0,0,1,1,2,3,1,1,41,1,0,1,2,0,3,0,2031,0,0,1,23,0
48001,0,0,0,1,1,3,0,0,1,41,0,0,1,4,0,3,0,3047,0,1,1,30,5
48112,0,0,0,1,1,3,0,0,1,16,0,0,0,1,0,3,0,1590,0,0,2,29,0
48223,0,0,0,1,1,2,0,1,1,41,0,0,1,4,0,3,0,2611,0,0,1,28,0
48334,0,0,0,1,1,2,0,0,1,32,0,0,1,1,0,3,0,2169,0,0,2,20,0
48445,0,0,0,1,1,2,0,0,1,35,1,0,0,2,0,3,0,2228,0,0,1,18,0
48556,0,0,0,1,1,0,0,1,1,33,1,0,0,2,0,3,0,2892,0,0,2,19,0
48667,0,0,0,1,1,2,0,0,1,12,1,0,0,2,0,3,0,2015,0,0,1,26,0
48778,0,0,0,1,1,3,0,0,1,8,0,0,0,0,0,1,0,1590,0,0,2,18,0
48890,0,0,0,1,1,3,3,0,1,40,0,0,0,2,0,3,0,1376,0,0,2,26,0
49001,0,0,0,1,1,3,3,1,1,41,0,0,0,4,0,3,0,2031,0,0,0,29,0
49112,0,0,0,1,1,2,0,0,1,33,1,0,0,2,0,3,0,2015,0,0,1,20,0
49223,0,0,0,1,1,2,0,0,1,2,1,0,0,4,0,3,0,2228,0,0,2,28,0
49334,0,0,0,1,1,0,0,1,1,1,0,0,0,2,0,3,0,1590,0,0,1,31,0
49556,0,0,0,1,1,2,3,1,1,26,1,0,0,1,0,3,0,2228,0,0,1,23,0
49667,0,0,0,1,1,0,0,1,1,32,0,0,1,4,0,3,0,2385,0,1,1,27,4
49778,0,0,0,1,1,3,3,0,1,32,0,0,0,4,0,3,0,1590,0,0,1,22,0
49889,0,0,0,1,1,2,3,0,1,37,0,0,1,4,0,3,0,2721,0,0,1,21,0
50001,0,0,0,1,1,2,0,1,1,32,0,0,1,0,0,3,0,2169,0,0,1,30,0
50112,0,0,0,1,1,2,0,0,1,39,0,0,1,4,0,3,0,2169,0,0,1,27,0
50223,0,0,0,1,1,3,3,1,1,32,0,0,0,1,0,3,0,1590,0,0,1,27,0
50334,0,0,0,1,1,0,0,1,1,32,1,0,0,0,0,3,0,3213,0,1,1,21,5
50445,0,0,0,1,1,2,0,0,1,27,0,0,1,1,0,3,0,2169,0,0,1,22,0
50556,0,0,0,1,1,2,3,0,1,8,1,0,0,1,0,3,0,4170,0,1,1,22,6
50667,0,0,0,1,1,0,0,1,1,48,1,0,0,1,0,3,0,3213,0,1,2,27,5
50778,0,0,0,1,1,0,0,0,1,32,0,0,0,4,0,3,0,1590,0,0,1,27,0
50889,0,0,0,1,1,2,3,0,1,36,0,0,1,0,0,3,0,2169,0,1,1,18,4
51000,0,0,0,1,1,3,0,0,1,41,0,0,0,1,0,0,0,2031,0,0,1,30,0
51112,0,0,0,1,1,2,0,0,1,52,1,0,0,2,0,3,0,2015,0,0,1,25,0
51223,0,0,0,1,1,0,0,1,1,28,0,0,0,2,0,3,0,2031,0,0,0,21,0
51334,0,0,0,1,1,2,0,0,1,32,0,0,1,0,0,3,0,2169,0,1,1,24,4
51445,0,0,0,1,1,0,3,0,1,28,0,0,1,0,0,0,0,3047,0,1,2,18,5
51556,0,0,0,1,1,2,0,0,1,32,1,0,1,0,0,3,1,4082,0,0,1,21,0
51778,0,0,0,1,1,2,0,1,1,0,1,0,0,1,0,3,0,3233,0,0,0,28,0
51889,0,0,0,1,1,2,0,0,1,51,0,0,1,2,0,3,0,2169,0,0,0,20,0
52000,0,0,0,1,1,2,0,0,1,19,1,0,0,0,0,3,0,3233,0,0,1,19,0
52111,0,0,0,1,1,2,0,0,1,32,0,0,1,1,0,3,0,2169,0,0,0,29,0
52334,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,3,0,1590,0,0,2,24,0
52445,0,0,0,1,1,2,0,1,1,45,0,0,1,2,0,3,0,2169,0,0,1,20,0
52667,0,0,0,1,1,2,0,0,1,8,1,0,0,1,0,3,0,2015,0,0,1,24,0
52778,0,0,0,1,1,0,0,0,1,32,0,0,0,1,0,3,0,1590,0,0,1,26,0
53000,0,0,0,1,1,2,0,0,1,35,1,0,1,1,0,2,1,2892,0,1,2,20,4
53111,0,0,0,1,1,3,0,0,1,1,0,0,0,4,0,3,0,1590,0,0,1,21,0
53222,0,0,0,1,1,0,0,0,1,33,1,0,0,4,0,3,0,1590,0,0,1,28,0
53334,0,0,0,1,1,2,0,0,1,16,1,0,0,0,0,3,0,2228,0,0,1,19,0
53395,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,3,0,1590,0,1,1,19,3
53406,0,0,0,1,1,3,3,1,1,23,0,0,0,0,0,3,0,1590,0,1,2,30,3
53417,0,0,0,1,1,2,0,0,1,19,0,0,1,2,0,3,0,2169,0,0,1,28,0
53428,0,0,0,1,1,2,0,1,1,21,0,0,1,4,0,3,0,2169,0,0,1,28,0
53439,0,0,0,1,1,2,3,1,1,32,1,0,0,0,0,3,0,2015,0,1,1,18,4
53450,0,0,0,1,1,2,0,0,1,39,0,0,1,4,0,3,0,3254,0,1,0,30,5
53461,0,0,0,1,1,2,0,0,1,41,0,0,1,4,0,3,0,2611,0,0,1,27,0
53472,0,0,0,1,1,0,3,0,1,52,0,0,0,4,0,3,0,1590,0,0,0,27,0
