CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo
54069,1,0,1,2,1,0,3,1,1,32,0,1,0,0,0,0,0,3146,14582,1,8,55,8
54085,1,0,1,2,1,3,2,1,1,39,0,0,0,0,0,2,1,3757,7194,1,9,37,7
54091,1,0,1,2,1,0,3,1,1,32,1,1,0,0,0,0,1,764,19123,0,4,49,0
54111,1,0,1,2,1,0,3,0,1,26,0,0,0,0,1,0,0,1145,41459,1,4,40,4
54115,1,0,1,2,1,0,0,0,1,32,0,1,0,0,0,2,1,4311,8799,1,9,42,8
54127,1,0,1,2,1,0,3,0,1,0,0,0,0,1,0,0,0,3299,12357,0,7,38,0
54164,1,0,1,2,1,0,0,0,1,8,0,0,0,2,0,1,0,4444,36799,0,2,48,0
54168,1,0,1,2,1,3,0,1,1,6,0,0,0,1,1,2,1,5658,6667,0,4,61,0
54172,1,0,1,2,1,3,3,1,1,39,1,0,0,2,1,2,1,5407,31034,1,10,52,8
54177,1,0,1,2,1,3,0,0,1,52,1,1,0,0,0,2,1,5658,10987,0,8,39,0
54181,1,0,1,2,1,0,3,1,1,33,0,0,0,2,1,0,1,5501,14783,0,5,41,0
54201,1,0,1,2,1,0,0,0,1,30,0,0,0,2,1,2,1,2962,14409,0,9,40,0
54216,1,0,1,2,1,0,0,1,1,29,1,0,0,1,0,2,1,3115,10563,0,4,52,0
54243,1,0,1,2,1,0,3,1,1,39,0,1,0,2,0,2,1,3146,9329,0,9,64,0
54263,1,0,1,2,1,0,3,1,1,20,0,0,0,0,1,0,1,5658,21402,1,6,38,7
54285,1,0,1,2,1,0,0,0,1,8,1,0,0,1,1,0,1,5658,17206,0,7,54,0
54297,1,0,1,2,1,3,3,1,1,8,1,0,0,1,1,0,1,5658,12629,0,9,44,0
54320,1,0,1,2,1,0,0,1,1,8,1,0,0,2,0,0,0,764,11325,0,6,46,0
54386,1,0,1,2,1,3,3,0,1,32,0,0,0,0,0,2,1,6464,22372,0,7,38,0
54418,1,0,1,2,1,0,0,1,1,50,0,0,0,0,1,2,1,5658,9287,0,7,58,0
54431,1,0,1,2,1,0,0,1,1,39,1,0,0,0,0,0,0,3299,16414,1,4,42,8
54434,1,0,1,2,1,3,0,1,1,2,1,0,0,0,1,0,0,5507,6884,0,8,60,0
54440,1,0,1,2,1,3,0,0,1,39,0,0,0,2,1,2,1,3299,16686,0,7,57,0
54468,1,0,1,2,1,0,3,0,1,20,0,0,0,1,0,0,1,5049,13926,0,7,43,0
54469,1,0,1,2,1,0,3,1,1,32,0,0,0,1,0,2,1,3220,11210,0,7,53,0
54480,1,0,1,2,1,0,0,0,1,2,0,0,0,4,0,2,1,2287,11502,0,7,62,0
54521,1,0,0,2,1,0,0,0,1,45,0,0,0,0,0,3,0,2195,16115,1,5,24,7
54533,1,0,0,2,1,0,0,1,1,3,0,0,0,0,0,3,0,3667,14299,0,8,40,0
54558,1,0,0,2,1,3,3,1,1,19,0,0,0,2,0,3,0,2110,9656,0,10,57,0
54559,1,0,0,2,1,3,0,1,1,8,0,0,0,2,0,0,0,2662,9114,0,6,37,0
54567,1,0,0,2,1,0,3,0,1,8,0,0,0,0,0,3,0,2110,24114,0,9,55,0
54593,1,0,0,2,1,0,0,0,1,7,1,0,0,0,1,3,0,3209,9856,1,7,49,7
54626,1,0,0,2,1,0,0,1,1,8,0,0,0,0,0,3,0,3667,0,1,6,68,5
54664,1,0,0,2,1,2,3,0,1,27,0,0,0,2,1,2,1,2195,17735,0,8,55,0
54665,1,0,0,2,1,0,3,1,1,43,0,0,0,1,0,3,1,4684,12769,1,7,61,9
54689,1,0,0,2,1,2,3,0,1,43,0,0,0,2,0,3,0,1098,14593,0,6,38,0
54704,1,0,0,2,1,0,3,1,1,43,1,0,0,0,1,3,0,3023,11846,0,4,39,0
54736,1,0,0,2,1,3,3,1,1,32,0,0,0,1,1,3,0,2294,13538,0,4,48,0
54738,1,0,0,2,1,3,0,1,1,28,0,0,0,1,1,2,1,0,20886,1,9,53,6
54739,1,0,0,2,1,3,3,1,1,21,0,0,0,0,1,1,0,3667,16889,0,4,44,0
54800,1,0,0,2,1,0,0,1,1,32,0,0,0,0,1,3,0,1098,12712,0,8,21,0
54888,1,0,0,2,1,0,3,1,1,32,0,0,0,1,1,3,1,2933,19611,0,8,59,0
54893,1,0,0,2,1,0,0,1,1,2,0,0,0,1,1,3,0,3207,4305,0,7,57,0
54911,1,0,0,2,1,0,3,0,1,29,1,0,0,2,1,3,0,2202,7208,0,5,48,0
54919,1,0,0,2,1,0,3,1,1,43,0,0,0,0,0,3,0,3115,9169,1,8,55,7
54921,1,0,0,2,1,0,3,1,1,2,0,0,0,2,1,3,0,2195,9612,0,5,43,0
54956,1,0,0,2,1,0,0,0,1,49,0,0,0,0,1,3,0,3575,29809,0,4,51,0
54979,1,0,0,2,1,0,0,1,1,20,1,0,0,0,1,1,0,3667,2318,1,7,37,6
54991,1,0,0,2,1,0,3,1,1,2,0,0,0,1,0,2,1,5639,6151,1,4,46,8
55007,1,0,0,2,1,0,3,0,1,32,0,0,0,0,0,2,1,3575,20542,0,9,44,0
55015,1,0,0,2,1,0,3,1,1,8,0,0,0,1,0,2,1,1829,15832,0,8,61,0
55020,1,0,0,2,1,0,2,0,1,48,0,0,0,2,1,3,0,3207,11431,0,4,53,0
55025,1,0,0,2,1,3,3,1,1,32,0,0,0,0,0,3,0,3667,16845,1,9,55,9
55027,1,0,0,2,1,0,1,0,1,13,0,0,0,2,1,2,1,3667,11443,0,9,47,0
55029,1,0,0,2,1,3,3,0,1,21,0,0,0,1,1,3,0,3667,2291,0,6,46,0
55036,1,0,0,2,1,0,0,0,1,32,0,0,0,1,0,2,1,3575,8178,0,7,56,0
55042,1,0,0,2,1,2,0,0,1,7,1,0,0,0,1,0,0,3575,2100,0,4,59,0
55063,1,0,0,2,1,0,0,1,1,2,0,0,0,2,0,2,1,5777,11892,0,6,50,0
55083,1,0,0,2,1,3,2,1,1,35,0,1,0,0,0,3,1,4133,6297,0,4,37,0
55086,1,0,0,2,1,0,3,0,1,32,0,0,0,0,0,0,0,2204,7960,1,8,48,5
55094,1,0,0,2,1,0,3,0,1,32,0,0,0,0,1,3,1,2477,12833,1,7,41,7
55097,1,0,0,2,1,3,0,0,1,43,0,0,0,4,1,3,0,4225,3916,0,4,54,0
55149,1,0,0,2,1,0,0,0,1,8,0,0,0,0,0,0,0,2293,0,1,4,24,4
55204,1,0,0,2,1,3,3,1,1,32,0,0,0,0,0,3,0,3025,12535,1,8,57,7
55205,1,0,0,2,1,3,0,1,1,48,0,0,0,0,0,0,0,2112,12438,0,8,59,0
55229,1,0,0,2,1,0,0,0,1,32,0,0,0,0,0,2,1,2256,6755,0,5,41,0
55278,1,0,0,2,1,0,2,0,1,28,0,0,0,4,1,2,1,2072,7055,0,4,68,0
55397,1,5,1,2,1,3,0,0,1,39,0,0,0,4,0,2,1,1713,0,0,6,65,0
55414,1,5,1,2,1,0,3,0,1,52,0,0,0,2,1,2,1,2382,35245,0,9,46,0
55440,1,5,1,2,1,3,1,1,1,43,0,0,0,1,1,3,0,1713,15444,0,7,42,0
55444,1,5,1,2,1,0,0,1,1,32,0,0,0,0,1,3,0,1588,22362,0,6,49,0
55468,1,5,1,2,1,0,3,1,1,27,0,0,0,4,0,0,0,2382,0,1,4,47,4
55469,1,5,1,2,1,3,0,1,1,20,0,0,0,4,1,3,0,3486,47675,1,9,44,6
55504,1,5,1,2,1,0,0,0,1,8,0,1,0,2,0,3,0,2382,22217,0,4,58,0
55529,1,5,1,2,1,0,3,1,1,0,0,0,0,1,1,3,0,2324,8314,0,7,37,0
55607,1,5,1,2,1,3,0,1,1,39,0,0,0,4,1,1,0,3210,15819,1,8,36,8
55621,1,5,1,2,1,3,0,1,1,8,0,0,0,2,0,0,0,1428,23262,0,5,52,0
55655,1,5,1,2,1,3,0,1,1,27,1,0,0,4,0,3,0,1428,17031,0,4,56,0
55659,1,5,1,2,1,0,0,1,1,8,0,0,0,0,1,2,1,1428,14023,1,6,61,6
55660,1,5,1,2,1,0,3,1,1,43,0,0,0,2,0,3,1,1270,21207,0,4,40,0
55663,1,5,1,2,1,1,0,1,1,41,0,0,0,2,0,3,0,3527,0,1,3,46,5
55687,1,5,1,2,1,0,0,0,1,11,0,0,0,4,1,2,1,3527,12016,0,4,40,0
55699,1,5,1,2,1,3,0,1,1,31,0,0,0,0,0,2,1,2532,20527,0,7,39,0
55704,1,5,1,2,1,1,3,0,1,35,0,0,0,1,0,2,1,2107,17224,0,4,37,0
55707,1,5,1,2,1,0,0,1,1,32,0,0,0,1,1,2,1,2970,25760,1,5,62,10
55709,1,5,1,2,1,3,0,0,1,32,0,0,0,0,0,2,1,1428,12764,0,6,61,0
55731,1,5,1,2,1,2,0,1,1,27,0,0,0,2,1,3,0,2153,16646,0,6,37,0
55742,1,5,1,2,1,1,3,1,1,29,0,0,0,2,1,3,1,1822,17053,0,7,59,0
55760,1,5,1,2,1,3,3,1,1,32,0,1,0,0,0,3,0,1914,16212,1,5,45,7
55771,1,5,1,2,1,0,3,1,1,35,1,0,0,0,0,3,0,4231,31631,1,6,56,6
55789,1,5,1,2,1,0,0,0,1,50,0,0,0,1,0,3,0,2970,22821,1,4,53,9
55831,1,5,1,2,1,0,3,1,1,39,0,0,0,1,1,2,1,3579,16405,0,5,43,0
55842,1,5,1,2,1,0,3,0,1,6,0,0,0,2,1,3,0,1428,19905,0,5,46,0
55846,1,5,1,2,1,2,0,1,1,4,1,0,0,0,0,3,1,2083,21009,0,6,37,0
55860,1,5,1,2,1,0,3,1,1,27,1,0,0,3,1,3,0,4258,14088,0,4,56,0
55880,1,5,1,2,1,2,0,0,1,31,0,0,0,0,1,3,0,5843,34172,1,6,44,8
55885,1,5,1,2,1,2,3,1,1,39,1,0,0,2,1,2,1,2978,35603,1,2,41,5
55954,1,5,1,2,1,0,3,1,1,35,0,0,0,1,1,3,1,2821,16803,0,5,39,0
55964,1,5,1,2,1,0,1,0,1,8,0,1,0,4,0,2,1,2808,18077,0,2,44,0
56003,1,5,1,2,1,0,0,1,1,13,0,0,0,0,0,3,0,2607,0,0,4,51,0
56030,1,5,0,2,1,3,3,0,1,43,0,0,0,2,0,0,1,1021,6279,0,6,37,0
56040,1,5,0,2,1,0,3,1,1,32,0,0,0,0,1,3,1,1233,15848,0,6,38,0
56057,1,5,0,2,1,3,3,1,1,21,0,0,0,0,0,3,0,1532,17194,1,4,61,7
56061,1,5,0,2,1,0,0,1,1,8,0,0,0,2,1,3,0,2261,14047,0,7,56,0
56116,1,5,0,2,1,0,0,0,1,32,0,0,0,0,0,3,0,2261,7320,1,7,55,5
56188,1,5,0,2,1,0,0,1,1,0,0,0,0,0,0,3,0,1684,6378,1,4,57,5
56204,1,5,0,2,1,0,0,1,1,41,0,0,0,4,0,3,1,2288,16164,1,4,28,7
56212,1,5,0,2,1,3,0,1,1,11,0,0,0,2,1,3,0,1684,28819,0,7,43,0
56249,1,5,0,2,1,0,0,1,1,9,1,1,0,1,0,3,0,1525,6151,0,4,53,0
56256,1,5,0,2,1,0,0,1,1,2,0,1,0,2,0,2,1,1525,12127,0,7,21,0
56281,1,5,0,2,1,0,0,1,1,32,0,1,0,1,0,3,0,2109,15821,0,7,39,0
56341,1,5,0,2,1,0,3,0,1,35,0,0,0,2,0,3,0,1752,7452,0,6,37,0
56349,1,5,0,2,1,0,0,1,1,9,0,0,0,1,1,3,0,1373,5416,0,3,56,0
56367,1,5,0,2,1,3,0,0,1,35,1,0,0,4,0,3,0,1373,2609,0,4,49,0
56382,1,5,0,2,1,1,0,1,1,52,1,0,0,2,1,3,0,1373,19717,0,4,60,0
56462,1,5,0,2,1,0,0,1,1,40,0,0,0,1,0,3,0,4900,4531,0,4,44,0
56475,1,5,0,2,1,1,0,0,1,33,1,0,0,1,1,0,1,2024,11703,0,4,55,0
56492,1,5,0,2,1,0,0,1,1,27,0,1,0,0,0,2,1,3276,5376,1,4,46,6
56498,1,5,0,2,1,0,0,1,1,41,0,0,0,2,0,3,0,7391,22736,0,3,51,0
56522,1,5,0,2,1,0,1,0,1,32,0,0,0,1,0,2,1,2324,6685,0,5,57,0
56554,1,0,1,2,1,3,0,1,1,6,0,0,0,0,1,1,0,0,14252,1,8,56,4
56591,1,0,1,2,1,0,0,0,1,32,0,0,0,0,0,3,0,1713,12930,1,4,40,6
56626,1,0,1,2,1,0,3,0,1,32,0,0,0,1,1,3,0,2773,7496,0,3,47,0
56684,1,0,1,2,1,3,0,0,1,43,0,0,0,1,0,3,0,1713,0,0,7,38,0
56689,1,0,1,2,1,3,2,0,1,39,1,0,0,0,0,2,1,2382,48713,0,9,50,0
56709,1,0,1,2,1,0,3,1,1,43,0,0,0,1,1,2,1,1588,21522,0,7,39,0
56732,1,0,1,2,1,0,3,0,1,49,1,1,0,1,0,3,1,1713,16721,0,6,37,0
56733,1,0,1,2,1,3,0,0,1,43,0,0,0,2,0,1,0,1233,14161,0,4,47,0
56789,1,0,1,2,1,0,0,1,1,19,0,0,0,2,1,2,1,1588,19209,0,4,46,0
56812,1,0,1,2,1,0,0,1,1,8,0,0,0,0,1,3,0,3762,11227,1,4,58,8
56824,1,0,1,2,1,0,3,0,1,47,0,0,0,0,1,2,1,1588,11782,1,4,46,6
56859,1,0,1,2,1,3,0,0,1,21,0,0,0,2,0,3,0,1588,12850,0,4,37,0
56860,1,0,1,2,1,3,3,1,1,6,0,0,0,0,0,2,1,3210,21444,0,4,39,0
56869,1,0,1,2,1,3,1,1,1,32,0,1,0,1,0,3,0,2221,14567,0,6,24,0
56870,1,0,1,2,1,3,1,1,1,32,0,1,0,1,0,3,0,2221,14567,0,4,31,0
56880,1,0,1,2,1,0,0,1,1,43,0,0,0,1,0,2,1,1713,11904,0,6,54,0
56884,1,0,1,2,1,0,3,1,1,50,0,0,0,4,0,1,0,1713,22486,0,6,51,0
56895,1,0,1,2,1,0,0,1,1,33,1,0,0,0,0,3,0,1956,14919,1,7,43,7
56941,1,0,1,2,1,0,3,1,1,36,0,0,0,2,1,3,0,1588,25723,0,6,47,0
56942,1,0,1,2,1,0,0,1,1,32,0,0,0,0,0,3,0,2221,3868,1,4,55,5
56985,1,0,1,2,1,3,3,1,1,43,0,0,0,1,0,3,0,1588,27121,0,6,52,0
57013,1,0,1,2,1,3,3,0,1,19,1,0,0,0,1,3,0,2382,39384,1,2,61,5
57046,1,0,1,2,1,0,0,1,1,11,0,0,0,2,0,3,0,2688,15947,0,4,50,0
57096,1,0,1,2,1,2,0,1,1,50,0,0,0,1,0,3,0,1820,15784,0,4,49,0
57164,1,0,1,2,1,0,0,0,1,33,1,0,0,1,1,3,0,2324,19137,0,6,49,0
57182,1,0,1,2,1,3,3,1,1,48,0,0,0,0,1,2,1,1588,27890,0,6,41,0
57249,1,0,1,2,1,0,3,1,1,8,0,0,0,0,1,3,0,3825,13861,1,4,57,8
57252,1,0,1,2,1,3,3,0,1,19,1,0,0,0,0,3,0,2773,25437,0,4,54,0
57296,1,0,1,2,1,3,0,0,1,8,0,0,0,2,1,3,0,3210,16687,1,7,62,8
57322,1,0,1,2,1,0,0,1,1,35,0,0,0,0,0,3,0,2221,13261,1,4,50,6
57358,1,0,1,2,1,3,0,1,1,39,0,1,0,0,0,3,0,2140,5438,1,7,58,5
57359,1,0,1,2,1,3,0,1,1,39,0,1,0,0,0,3,0,2140,5438,1,5,53,5
57394,1,0,1,2,1,0,0,0,1,11,0,0,0,4,1,3,0,2221,7683,0,6,58,0
57410,1,0,1,2,1,3,2,0,1,39,0,1,0,1,0,3,0,3210,7391,1,7,41,6
57443,1,0,1,2,1,2,0,1,1,52,0,0,0,0,1,2,1,1763,25034,0,7,53,0
57451,1,0,1,2,1,0,3,1,1,4,0,0,0,1,0,2,1,1428,27266,0,3,48,0
57471,1,0,1,2,1,0,2,0,1,39,1,1,0,2,0,3,0,2970,10406,0,5,49,0
57518,1,0,1,2,1,0,0,1,1,32,0,0,0,1,0,2,1,2692,13405,0,4,55,0
57523,1,0,1,2,1,3,0,1,1,26,0,0,0,2,0,3,1,2300,22426,0,7,58,0
57548,1,0,1,2,1,0,3,0,1,32,0,0,0,4,0,3,0,1428,0,0,3,70,0
57579,1,0,1,2,1,0,3,1,1,32,0,1,0,1,0,3,0,1428,13655,0,7,58,0
57598,1,0,1,2,1,1,3,1,1,39,0,0,0,3,1,3,0,2374,8884,0,7,56,0
57630,1,0,1,2,1,0,3,1,1,9,0,0,0,2,1,2,1,1404,22285,0,4,59,0
57636,1,0,1,2,1,0,0,0,1,8,0,0,0,0,0,3,0,2508,16286,0,3,56,0
57666,1,0,1,2,1,0,3,0,1,0,1,1,0,0,1,3,0,2821,10136,1,5,58,6
57690,1,0,1,2,1,3,3,1,1,2,0,0,0,2,0,3,0,3168,30472,1,0,47,5
57727,1,0,1,2,1,0,3,1,1,32,0,0,0,0,1,3,0,1428,23673,1,6,61,8
57767,1,0,1,2,1,0,3,1,1,8,0,0,0,0,0,3,0,3343,13434,1,3,40,8
57784,1,0,1,2,1,1,0,1,1,25,0,0,0,4,1,0,0,2140,27183,0,3,61,0
57786,1,0,1,2,1,1,0,1,1,39,0,1,0,0,0,0,0,4866,14842,1,6,54,9
57801,1,0,1,2,1,0,3,1,1,27,0,0,0,0,0,3,0,4604,0,0,6,39,0
57811,1,0,1,2,1,0,0,1,1,48,0,0,0,0,0,1,0,1404,0,0,7,71,0
57830,1,0,1,2,1,1,0,1,1,8,0,0,0,0,1,3,0,1928,16130,0,4,59,0
57836,1,0,1,2,1,1,0,1,1,39,1,0,0,4,0,3,0,4824,19273,1,5,39,10
57901,1,0,1,2,1,0,0,1,1,39,0,1,0,2,0,0,0,3343,14020,0,4,51,0
57909,1,0,1,2,1,3,0,1,1,8,0,0,0,0,1,1,1,3104,24813,0,3,45,0
57918,1,0,1,2,1,0,1,1,1,51,0,0,0,4,1,3,0,4447,21453,0,5,43,0
57930,1,0,1,2,1,0,0,1,1,52,1,0,0,0,1,3,0,2028,8332,0,3,54,0
57941,1,0,1,2,1,3,3,1,1,39,1,1,0,0,1,3,0,6163,13219,1,7,59,10
57951,1,0,1,2,1,0,3,1,1,47,0,0,0,1,1,2,1,7499,23270,1,5,51,9
57986,1,0,1,2,1,0,3,1,1,32,0,1,0,0,0,3,0,2607,15324,1,3,49,7
57991,1,0,1,2,1,0,0,1,1,21,0,0,0,0,0,3,0,2876,6151,0,6,60,0
58007,1,0,1,2,1,0,3,1,1,23,0,0,0,2,0,2,1,2821,26719,0,4,42,0
58026,1,0,1,2,1,0,0,0,1,32,1,0,0,0,0,3,1,4447,14020,1,4,40,9
15,1,0,1,2,1,0,0,0,1,10,0,0,0,1,0,3,0,6163,15931,1,7,44,6
17,1,0,1,2,1,0,3,1,1,40,0,0,0,0,0,3,0,5526,35534,1,5,43,8
51,1,0,0,2,1,3,0,0,1,8,1,0,0,1,0,3,0,1525,14675,0,5,53,0
66,1,0,0,2,1,0,3,1,1,42,0,0,0,2,0,3,0,1525,4991,0,6,39,0
88,1,0,0,2,1,3,3,1,1,43,1,0,0,4,0,3,0,1233,12029,0,5,56,0
100,1,0,0,2,1,3,0,1,1,39,1,1,0,4,0,3,0,2288,17825,1,6,60,7
108,1,0,0,2,1,0,0,1,1,35,0,0,0,2,0,2,1,1233,8749,0,8,40,0
163,1,0,0,2,1,3,0,1,1,39,1,1,0,2,0,3,1,2677,12488,1,4,62,7
176,1,0,0,2,1,0,0,1,1,28,0,0,0,0,0,3,0,1525,0,0,3,37,0
188,1,0,0,2,1,0,0,0,1,2,0,0,0,2,1,3,0,1684,19079,0,5,55,0
207,1,0,0,2,1,0,0,1,1,31,0,1,0,0,0,3,0,1233,18737,1,8,47,7
208,1,0,0,2,1,0,3,1,1,11,0,0,0,1,1,0,0,1684,9448,0,7,45,0
228,1,0,0,2,1,3,0,1,1,43,0,0,0,2,1,3,0,1233,14072,0,4,42,0
244,1,0,0,2,1,0,2,0,1,8,0,0,0,0,0,3,0,2956,0,1,4,32,5
252,1,0,0,2,1,0,3,1,1,43,0,1,0,1,0,3,0,2686,10172,0,3,53,0
265,1,0,0,2,1,0,3,1,1,32,0,0,0,1,1,3,0,1525,14443,0,7,45,0
271,1,0,0,2,1,0,0,1,1,24,0,0,0,0,0,3,0,1684,7758,1,7,48,5
307,1,0,0,2,1,0,0,1,1,8,0,0,0,2,0,2,1,2288,0,0,7,47,0
314,1,0,0,2,1,0,0,1,1,30,0,1,0,0,0,0,0,1525,14719,1,7,38,6
316,1,0,0,2,1,0,2,0,1,2,0,0,0,0,0,3,0,1684,0,1,7,55,3
338,1,0,0,2,1,0,3,1,1,19,0,0,0,0,0,1,0,1525,10375,0,4,55,0
360,1,0,0,2,1,3,1,1,1,8,0,0,0,0,0,3,0,2261,7981,0,7,56,0
379,1,0,0,2,1,0,0,1,1,8,0,0,0,4,0,3,1,5071,23970,0,7,54,0
399,1,0,0,2,1,0,3,1,1,2,0,0,0,2,1,3,0,1684,5056,0,6,41,0
403,1,0,0,2,1,0,3,0,1,35,0,0,0,0,0,3,0,1525,7633,1,4,54,5
405,1,0,0,2,1,0,0,1,1,8,0,0,0,2,1,3,0,2288,5759,0,5,42,0
411,1,0,0,2,1,0,3,1,1,8,0,0,0,0,0,3,0,2788,13046,0,4,50,0
414,1,0,0,2,1,0,0,0,1,35,0,0,0,0,1,3,0,2288,12980,1,5,70,6
415,1,0,0,2,1,3,3,1,1,25,0,0,0,2,1,3,0,1684,14992,0,4,37,0
418,1,0,0,2,1,3,0,0,1,2,0,0,0,2,0,3,0,2288,13330,1,8,54,7
423,1,0,0,2,1,0,0,1,1,35,0,0,0,0,1,1,0,2103,7823,1,5,49,5
452,1,0,0,2,1,0,0,0,1,49,0,0,0,0,0,3,1,1684,3036,0,6,51,0
463,1,0,0,2,1,0,3,1,1,33,0,0,0,0,1,2,1,1525,12203,0,6,53,0
498,1,0,0,2,1,3,3,1,1,48,0,0,0,1,1,3,0,2261,10503,0,4,57,0
527,1,0,0,2,1,0,3,1,1,28,1,0,0,4,0,3,0,2261,13821,0,4,43,0
533,1,0,0,2,1,3,0,1,1,0,0,0,0,2,0,3,0,2707,0,0,3,43,0
540,1,0,0,2,1,0,0,1,1,8,0,0,0,0,0,3,1,1525,18387,0,8,31,0
566,1,0,0,2,1,0,3,0,1,8,1,0,0,0,0,3,0,2134,9016,1,4,51,6
568,1,0,0,2,1,0,3,1,1,48,0,1,0,1,0,3,0,1525,9017,0,4,42,0
571,1,0,0,2,1,0,0,0,1,7,0,0,0,1,0,3,0,1525,11785,0,8,61,0
586,1,0,0,2,1,0,3,0,1,4,0,0,0,0,0,3,0,3116,7852,1,4,42,6
594,1,0,0,2,1,3,0,1,1,45,1,1,0,0,0,3,0,2134,5525,0,7,61,0
611,1,0,0,2,1,2,0,1,1,39,0,0,0,4,0,3,0,2202,0,0,7,23,0
652,1,0,0,2,1,0,0,1,1,12,0,0,0,2,0,3,1,1525,17477,0,7,40,0
678,1,0,0,2,1,0,0,0,1,32,0,1,0,1,0,0,1,2550,8025,0,8,54,0
682,1,0,0,2,1,0,3,1,1,0,0,0,0,2,1,3,0,2261,17410,0,8,48,0
684,1,0,0,2,1,3,0,0,1,39,0,0,0,2,0,3,0,2261,0,0,8,53,0
712,1,0,0,2,1,0,3,0,1,32,0,0,0,0,1,3,0,2134,13926,0,6,40,0
738,1,0,0,2,1,3,3,0,1,20,0,0,0,0,0,2,1,4772,17722,0,6,41,0
745,1,0,0,2,1,0,3,1,1,32,0,0,0,1,1,1,0,2134,28869,0,3,51,0
759,1,0,0,2,1,3,0,1,1,35,0,0,0,2,0,3,0,1525,11966,0,5,61,0
796,1,0,0,2,1,1,3,1,1,35,0,0,0,0,0,3,0,2596,14317,0,5,55,0
799,1,0,0,2,1,0,0,1,1,32,0,0,0,0,1,3,0,2134,8678,1,7,51,5
806,1,0,0,2,1,3,0,1,1,16,0,0,0,0,0,3,0,1971,7146,1,7,61,5
853,1,0,0,2,1,0,4,2,1,49,0,0,0,0,0,3,0,1814,6363,1,5,59,5
854,1,0,0,2,1,0,0,1,1,48,0,0,0,1,0,2,1,1814,9155,0,8,57,0
893,1,0,0,2,1,0,0,1,1,27,0,0,0,2,0,3,0,1772,13303,0,3,61,0
897,1,0,0,2,1,1,0,1,1,32,0,0,0,1,1,3,1,1373,15167,0,6,40,0
919,1,0,0,2,1,0,3,1,1,12,0,0,0,2,1,3,1,1373,16007,0,3,42,0
955,1,0,0,2,1,0,0,0,1,32,0,1,0,0,0,3,1,4543,10345,1,7,59,8
980,1,0,0,2,1,0,0,1,1,52,0,1,0,4,0,3,0,3456,9162,0,4,57,0
993,1,0,0,2,1,1,3,0,1,32,0,0,0,0,0,3,0,2366,12215,1,5,45,6
1084,1,0,0,2,1,0,3,1,1,21,0,0,0,4,0,3,0,2324,4600,0,4,61,0
1086,1,0,0,2,1,0,0,0,1,8,0,0,0,2,1,3,0,2052,7212,0,5,58,0
1087,1,0,0,2,1,0,0,0,1,32,0,0,0,1,1,3,0,1373,4092,0,4,45,0
1093,1,0,0,2,1,0,0,1,1,39,0,1,0,0,0,3,0,1373,7228,0,6,45,0
1123,1,0,0,2,1,0,0,1,1,41,0,0,0,2,1,3,0,1950,8807,0,5,39,0
1148,1,0,0,2,1,1,0,1,1,7,1,0,0,1,1,3,0,4786,14465,1,4,43,9
1155,1,0,0,2,1,0,0,1,1,32,0,0,0,1,1,3,0,2324,7671,0,5,41,0
1161,1,0,0,2,1,1,0,0,1,32,0,1,0,0,0,3,0,2528,19841,1,5,52,8
1233,1,0,0,2,1,0,0,1,1,32,0,0,0,0,1,3,0,3790,10203,0,3,44,0
1261,1,0,0,2,1,0,0,1,1,32,0,0,0,1,1,3,0,2528,14355,0,7,44,0
1270,1,0,0,2,1,0,0,0,1,8,1,1,0,0,0,3,0,3279,11040,0,6,52,0
1294,1,0,0,2,1,0,0,1,1,8,0,0,0,1,0,3,0,3272,0,0,3,57,0
1296,1,0,0,2,1,0,0,1,1,25,0,0,0,2,0,3,0,8550,18421,0,6,48,0
1305,1,0,0,2,1,0,3,0,1,7,0,0,0,0,1,3,0,2026,5097,1,5,47,5
1327,1,0,0,2,1,0,3,0,1,42,0,0,0,2,1,3,0,1650,15107,0,4,47,0
1334,1,0,0,2,1,0,3,1,1,8,0,0,0,0,1,3,1,3272,15701,1,4,60,8
1344,1,5,1,0,1,0,0,1,1,50,0,0,0,2,0,0,1,1525,15857,0,7,48,0
1371,1,5,1,0,1,0,0,1,1,7,0,0,0,4,0,2,1,1220,11344,0,4,59,0
1396,1,5,1,2,1,0,3,1,1,8,1,0,0,1,1,1,1,1233,15765,0,4,55,0
1399,1,5,1,2,1,0,0,1,1,4,0,0,0,1,0,0,0,1233,7469,0,7,38,0
1416,1,5,1,2,1,0,0,1,1,36,0,0,0,1,1,2,1,1233,9668,0,8,44,0
1439,1,5,1,2,1,0,0,1,1,32,1,0,0,0,0,2,1,2245,6024,0,7,55,0
1477,1,5,1,2,1,3,0,1,1,8,1,0,0,2,0,2,1,2887,37915,1,9,42,5
1514,1,5,1,2,1,0,0,1,1,50,0,1,0,4,0,3,0,2099,21385,0,4,54,0
1520,1,5,1,2,1,0,3,1,1,43,0,0,0,0,0,2,1,1351,5200,0,6,59,0
1528,1,5,1,2,1,0,0,1,1,35,0,0,0,0,1,2,1,2640,8382,0,6,61,0
